domain,ids,bandwidth,storage,incount,inbytes,outcount,outbytes,popcount,popbytes
agrowintl.in, 2, 3143773 (3.00MB), 295780 (288.85KB), 5, 234688, 79, 2058391, 12, 850694
alphaenter.net, 1, 303174674 (289.13MB), 1275939633 (1.19GB), 394, 268138271, 92, 13232296, 371, 21804107
bhavanssvvidyalaya.org, 2, 20617026 (19.66MB), 130480113 (124.44MB), 96, 3617508, 7, 69851, 467, 16929667
bhavantirupati.org, 2, 339488681 (323.76MB), 988193459 (942.41MB), 854, 314498001, 13, 24990680, 0, 0
bhumisagarexpo.com, 2, 32205273 (30.71MB), 7366316 (7.03MB), 67, 15479455, 69, 8549561, 61, 8176257
bullfreight.com, 1, 473686856 (451.74MB), 30418216 (29.01MB), 1771, 217703150, 666, 127918625, 696, 128065081
charirrfc.in, 1, 93646758 (89.31MB), 480280347 (458.03MB), 145, 93646758, 0, 0, 0, 0
congressmedia.net, 41, 26639244 (25.41MB), 2735561092 (2.55GB), 48, 26639244, 0, 0, 0, 0
cropinagro.com, 9, 24694268 (23.55MB), 186616307 (177.97MB), 145, 23768509, 101, 925759, 0, 0
enmail.com, 34, 101817547 (97.10MB), 10576498707 (9.85GB), 1205, 37251864, 219, 13185651, 876, 51380032
giftville.in, 4, 69961641 (66.72MB), 654618554 (624.29MB), 908, 68328695, 106, 1632946, 0, 0
harshitaassociates.com, 2, 127253020 (121.36MB), 169548501 (161.69MB), 876, 81984753, 68, 12321191, 537, 32947076
harvishpromark.com, 3, 72134 (70.44KB), 15757499 (15.03MB), 2, 72134, 0, 0, 0, 0
heducate.org, 4, 393649 (384.42KB), 168474 (164.53KB), 9, 112785, 3, 35646, 24, 245218
hisdom.org, 1, 259063 (252.99KB), 1363279 (1.30MB), 8, 259063, 0, 0, 0, 0
infobasesystemms.com, 4, 1718159707 (1.60GB), 3021837616 (2.81GB), 1266, 365550829, 1667, 595632147, 2610, 756976731
itapagro.com, 29, 5472955225 (5.10GB), 1859443536 (1.73GB), 10028, 1880054314, 5387, 686548082, 19910, 2906352829
juseffex.com, 29, 1673960088 (1.56GB), 7865579218 (7.33GB), 14816, 911891398, 4932, 253419411, 6270, 508649279
kandhadai.com, 2, 140545695 (134.03MB), 60010294 (57.23MB), 11, 318768, 857, 140226927, 0, 0
kinship-global.com, 1, 226723595 (216.22MB), 2517226 (2.40MB), 948, 112950688, 4, 185416, 946, 113587491
kllpl.org, 6, 1836736573 (1.71GB), 3954463625 (3.68GB), 1125, 239243362, 2940, 1278094496, 3007, 319398715
lakshmicargo.net, 17, 891888165 (850.57MB), 772599994 (736.81MB), 1531, 287723739, 1667, 277761461, 1661, 326402965
learnyoga.org, 3, 104749627 (99.90MB), 940177148 (896.62MB), 637, 44092965, 33, 14478546, 640, 46178116
lfsindia.in, 3, 161464202 (153.98MB), 223912429 (213.54MB), 539, 47542798, 70, 68868206, 1410, 45053198
mahaagro.in, 17, 8983926735 (8.37GB), 6782717601 (6.32GB), 12443, 3847624920, 364803, 1123635201, 63104, 4012666614
mfapartments.net, 1, 28217312 (26.91MB), 33613734 (32.06MB), 387, 7399920, 28, 20817392, 0, 0
oops.co.in, 4, 9567671 (9.12MB), 317058760 (302.37MB), 24, 5047964, 0, 0, 15, 4519707
pranaav.com, 15, 719902543 (686.55MB), 202146821 (192.78MB), 9428, 382867906, 30, 21930989, 6232, 315103648
ptlinfotech.com, 5, 3945198 (3.76MB), 19351114 (18.45MB), 77, 2008517, 0, 0, 70, 1936681
pushyaconsultancy.in, 2, 14767887 (14.08MB), 60401159 (57.60MB), 102, 9181877, 110, 4212780, 41, 1373230
renalo.net, 1, 16925760 (16.14MB), 209122 (204.22KB), 149, 8471783, 0, 0, 145, 8453977
renato.in, 1, 5098083 (4.86MB), 16384 (16.00KB), 14, 2527427, 0, 0, 14, 2570656
rosaonline.org, 15, 4876711824 (4.54GB), 569325112 (542.95MB), 3543, 1193955535, 8990, 156015076, 9584, 3526741213
seahorseindia.co.in, 1, 89174649 (85.04MB), 539269724 (514.29MB), 206, 27162270, 115, 39039124, 208, 22973255
sricomworld.com, 21, 273169517 (260.51MB), 3918198848 (3.65GB), 6871, 273169517, 0, 0, 0, 0
tristarcontainer.co.in, 25, 4725295714 (4.40GB), 1180829972 (1.10GB), 17157, 1857618294, 10243, 703644599, 32443, 2164032821
vanmoppesindia.com, 26, 5294608665 (4.93GB), 18746333216 (17.46GB), 17142, 1789860178, 24197, 590342661, 45021, 2914405826
vimanindia.com, 4, 632252608 (602.96MB), 1291975443 (1.20GB), 6353, 356263117, 166, 18247079, 2565, 257742412
vtechsystems.com, 7, 294113494 (280.49MB), 3707751419 (3.45GB), 4771, 281008515, 7, 1431416, 2108, 11673563
