domain,ids,bandwidth,storage,incount,inbytes,outcount,outbytes,popcount,popbytes
agrowintl.in, 1, 217945 (212.84KB), 2260285 (2.16MB), 10, 217945, 0, 0, 0, 0
alphaenter.net, 1, 233475193 (222.66MB), 2574509952 (2.40GB), 283, 170421231, 91, 50813735, 233, 12240227
bhavanssvvidyalaya.org, 2, 58378985 (55.67MB), 97369996 (92.86MB), 62, 15280752, 13, 5088684, 132, 38009549
bhavantirupati.org, 2, 695458248 (663.24MB), 934907463 (891.60MB), 1105, 607794684, 54, 87663564, 0, 0
bhumisagarexpo.com, 2, 206316903 (196.76MB), 43604113 (41.58MB), 146, 55969315, 309, 92029283, 148, 58318305
bullfreight.com, 1, 384846493 (367.02MB), 34774978 (33.16MB), 1638, 190039965, 174, 139376249, 298, 55430279
charirrfc.in, 1, 83414735 (79.55MB), 814121321 (776.41MB), 133, 83414735, 0, 0, 0, 0
congressmedia.net, 41, 29873217 (28.49MB), 3020372789 (2.81GB), 61, 29873217, 0, 0, 0, 0
enmail.com, 36, 120356084 (114.78MB), 8760755167 (8.16GB), 1373, 40700609, 133, 75410893, 185, 4244582
giftville.in, 4, 89867948 (85.70MB), 336966298 (321.36MB), 663, 85795494, 48, 4072454, 0, 0
harshitaassociates.com, 2, 175425139 (167.30MB), 223552602 (213.20MB), 649, 76551873, 168, 28877079, 315, 69996187
harvishpromark.com, 1, 43469 (42.45KB), 18507680 (17.65MB), 1, 43469, 0, 0, 0, 0
hisdom.org, 1, 348237 (340.08KB), 6424088 (6.13MB), 6, 348237, 0, 0, 0, 0
infobasesystemms.com, 4, 2460688687 (2.29GB), 5610374652 (5.23GB), 1480, 582896097, 2040, 666835908, 3067, 1210956682
itapagro.com, 16, 11362015358 (10.58GB), 3810070481 (3.55GB), 18425, 3568459369, 1560, 897992440, 64315, 6895563549
juseffex.com, 28, 1157942571 (1.08GB), 10203302279 (9.50GB), 20490, 611818678, 1079, 124073259, 2563, 422050634
kandhadai.com, 2, 1279554 (1.22MB), 63933344 (60.97MB), 6, 1279554, 0, 0, 0, 0
kinship-global.com, 1, 193383626 (184.42MB), 421603 (411.72KB), 2336, 93494616, 2, 119563, 2366, 99769447
kllpl.org, 4, 246889991 (235.45MB), 4282531707 (3.99GB), 1310, 103061075, 318, 38416288, 3117, 105412628
lakshmicargo.net, 17, 1098067018 (1.02GB), 449885417 (429.04MB), 1668, 354977233, 1897, 375204718, 1735, 367885067
learnyoga.org, 3, 96859139 (92.37MB), 143544654 (136.89MB), 724, 39544658, 7, 17785477, 812, 39529004
lfsindia.in, 3, 363528558 (346.69MB), 174429990 (166.35MB), 467, 130482113, 47, 27126623, 1017, 205919822
mahaagro.in, 14, 13875643537 (12.92GB), 7595858288 (7.07GB), 25805, 7012723590, 1989, 2884977287, 34728, 3977942660
mindmatterz.in, 1, 1818560 (1.73MB), 14226496 (13.57MB), 1, 1470, 1, 1817090, 0, 0
oops.co.in, 4, 2705110 (2.58MB), 387817160 (369.85MB), 48, 2705110, 0, 0, 0, 0
pranaav.com, 10, 217859082 (207.77MB), 289964598 (276.53MB), 6283, 208417943, 11, 1021421, 141, 8419718
ptlinfotech.com, 4, 11584393 (11.05MB), 34124583 (32.54MB), 133, 11584393, 0, 0, 0, 0
pushyaconsultancy.in, 2, 48769350 (46.51MB), 355067913 (338.62MB), 240, 18629007, 43, 16723805, 196, 13416538
renalo.net, 1, 8037354 (7.67MB), 11959586 (11.41MB), 139, 8037354, 0, 0, 0, 0
rosaonline.org, 17, 6521922290 (6.07GB), 920981244 (878.32MB), 3298, 1531895060, 1691, 715979661, 8612, 4274047569
seahorseindia.co.in, 1, 66813477 (63.72MB), 725188165 (691.59MB), 180, 20365230, 52, 25558366, 172, 20889881
sricomworld.com, 22, 2495040348 (2.32GB), 1911183655 (1.78GB), 4000, 988865616, 492, 314301793, 3862, 1191872939
tristarcontainer.co.in, 27, 6249818931 (5.82GB), 1252910694 (1.17GB), 15803, 2501936026, 3559, 631718219, 53730, 3116164686
ucindia.net, 4, 1281016 (1.22MB), 1779655 (1.70MB), 25, 918284, 3, 55435, 1, 307297
vanmoppesindia.com, 27, 4490631578 (4.18GB), 21019546889 (19.58GB), 10250, 1633771050, 3180, 737331487, 29464, 2119529041
vimanindia.com, 4, 382118541 (364.42MB), 2362341304 (2.20GB), 3669, 215239177, 141, 70744113, 1362, 96135251
vtechsystems.com, 7, 274506932 (261.79MB), 4164275426 (3.88GB), 2960, 201021375, 14, 13590723, 2066, 59894834
