domain,ids,bandwidth,storage,incount,inbytes,outcount,outbytes,popcount,popbytes
agrowintl.in, 2, 952772 (930.44KB), 1681567 (1.60MB), 20, 952772, 0, 0, 0, 0
alphaenter.net, 1, 290482707 (277.03MB), 2074430413 (1.93GB), 372, 242799524, 157, 16959532, 414, 30723651
bhavanssvvidyalaya.org, 2, 21008812 (20.04MB), 164442426 (156.82MB), 92, 5833519, 22, 4225632, 169, 10949661
bhavantirupati.org, 2, 717382168 (684.15MB), 542438780 (517.31MB), 1050, 588195404, 97, 129186764, 0, 0
bhumisagarexpo.com, 2, 232933476 (222.14MB), 1564368 (1.49MB), 137, 84211331, 218, 59419951, 142, 89302194
bullfreight.com, 1, 549090309 (523.65MB), 55978672 (53.39MB), 2134, 205496715, 352, 241860091, 556, 101733503
charirrfc.in, 1, 78952526 (75.29MB), 607825665 (579.67MB), 141, 78952526, 0, 0, 0, 0
congressmedia.net, 41, 24750443 (23.60MB), 2943260146 (2.74GB), 50, 24750443, 0, 0, 0, 0
enmail.com, 38, 89137138 (85.01MB), 11300681816 (10.52GB), 1391, 78706408, 778, 8759735, 146, 1670995
giftville.in, 4, 94185014 (89.82MB), 334564125 (319.07MB), 933, 85987905, 108, 8197109, 0, 0
harshitaassociates.com, 2, 342680441 (326.81MB), 223792797 (213.43MB), 708, 62543915, 334, 207623063, 361, 72513463
hisdom.org, 1, 594290 (580.36KB), 5152029 (4.91MB), 19, 594290, 0, 0, 0, 0
infobasesystemms.com, 4, 3851772824 (3.59GB), 4406001193 (4.10GB), 1581, 769546099, 2781, 1513555863, 3200, 1568670862
itapagro.com, 29, 5268070711 (4.91GB), 2426298292 (2.26GB), 15202, 1972698592, 2355, 197043954, 41280, 3098328165
juseffex.com, 29, 6385847580 (5.95GB), 9132259186 (8.51GB), 16573, 565169502, 945, 515282888, 43737, 5305395190
kandhadai.com, 2, 25697 (25.09KB), 61020156 (58.19MB), 3, 25697, 0, 0, 0, 0
kinship-global.com, 1, 160925534 (153.47MB), 134517 (131.36KB), 1072, 77340543, 14, 982489, 1074, 82602502
kllpl.org, 4, 564381831 (538.24MB), 4219723568 (3.93GB), 1328, 151685136, 875, 244776066, 3590, 167920629
lakshmicargo.net, 17, 2855185410 (2.66GB), 893005009 (851.64MB), 2610, 563189961, 2741, 1431803202, 3980, 860192247
learnyoga.org, 3, 60850701 (58.03MB), 115209258 (109.87MB), 610, 25204308, 4, 3233206, 633, 32413187
lfsindia.in, 3, 405890367 (387.09MB), 162746558 (155.21MB), 408, 145583081, 44, 27962511, 1015, 232344775
mahaagro.in, 18, 16364445294 (15.24GB), 12224967063 (11.39GB), 24446, 8320031165, 2061, 2001364482, 24932, 6043049647
mfapartments.net, 1, 8760797 (8.35MB), 70752604 (67.47MB), 47, 938699, 9, 7822098, 0, 0
mindmatterz.in, 1, 9484647 (9.05MB), 11908258 (11.36MB), 49, 944637, 8, 8540010, 0, 0
oops.co.in, 4, 8463896 (8.07MB), 365482256 (348.55MB), 52, 8463896, 0, 0, 0, 0
pranaav.com, 10, 566025937 (539.80MB), 171835421 (163.88MB), 4243, 278482634, 48, 32131735, 2927, 255411568
ptlinfotech.com, 4, 47542962 (45.34MB), 20026127 (19.10MB), 1045, 13824187, 24056, 20928838, 965, 12789937
pushyaconsultancy.in, 2, 148720869 (141.83MB), 283984608 (270.83MB), 276, 64429333, 216, 24146134, 246, 60145402
renalo.net, 1, 14074923 (13.42MB), 1741394 (1.66MB), 132, 7759031, 0, 0, 106, 6315892
rosaonline.org, 17, 11106550764 (10.34GB), 1139762131 (1.06GB), 3070, 1877959360, 1350, 3045652859, 9648, 6182938545
seahorseindia.co.in, 1, 31008068 (29.57MB), 676592875 (645.25MB), 161, 7987924, 46, 14942984, 154, 8077160
sricomworld.com, 22, 2031250364 (1.89GB), 1866490705 (1.74GB), 3024, 639517102, 617, 108029021, 5382, 1283704241
tristarcontainer.co.in, 25, 4718543705 (4.39GB), 1001139917 (954.76MB), 16597, 1977274736, 2691, 470262446, 34603, 2271006523
ucindia.net, 4, 2616704 (2.50MB), 238919 (233.32KB), 35, 1379948, 0, 0, 29, 1236756
vanmoppesindia.com, 27, 4728750706 (4.40GB), 21022634225 (19.58GB), 10589, 1558705641, 20486, 789
vimanindia.com, 4, 409611408 (390.64MB), 1907523108 (1.78GB), 3247, 226508682, 118, 30872464, 2247, 152230262
vtechsystems.com, 7, 327574307 (312.40MB), 3866468958 (3.60GB), 3712, 230728835, 17, 1954366, 2285, 94891106
