domain,ids,bandwidth,storage,incount,inbytes,outcount,outbytes,popcount,popbytes
agrowintl.in, 2, 21633610 (20.63MB), 8224004 (7.84MB), 69, 3734191, 1020, 10486683, 130, 7412736
alphaenter.net, 1, 715394297 (682.25MB), 2369246558 (2.21GB), 520, 506120295, 161, 88538192, 693, 120735810
bhavanssvvidyalaya.org, 2, 14418008 (13.75MB), 111961120 (106.77MB), 34, 1135328, 21, 12965928, 12, 316752
bhavantirupati.org, 2, 512217606 (488.49MB), 1553641821 (1.45GB), 775, 484662958, 20, 27554648, 0, 0
bhumisagarexpo.com, 2, 365284959 (348.36MB), 32768 (32.00KB), 161, 70997093, 333, 223695348, 163, 70592518
bullfreight.com, 1, 319004870 (304.23MB), 30040978 (28.65MB), 1723, 140154382, 318, 118917729, 421, 59932759
charirrfc.in, 1, 117349115 (111.91MB), 297064746 (283.30MB), 241, 117349115, 0, 0, 0, 0
congressmedia.net, 41, 30095594 (28.70MB), 2669726765 (2.49GB), 55, 30095594, 0, 0, 0, 0
cropinagro.com, 7, 82486462 (78.67MB), 106809459 (101.86MB), 78, 36334533, 159, 46151929, 0, 0
enmail.com, 33, 104675687 (99.83MB), 10344806686 (9.63GB), 1258, 82284385, 379, 12605133, 272, 9786169
giftville.in, 4, 81732379 (77.95MB), 647653092 (617.65MB), 897, 75811195, 30, 5921184, 0, 0
harshitaassociates.com, 2, 207329979 (197.73MB), 133373919 (127.20MB), 661, 62690274, 640, 75055632, 394, 69584073
harvishpromark.com, 3, 3309224 (3.16MB), 8291527 (7.91MB), 53, 3309224, 0, 0, 0, 0
hisdom.org, 1, 293245 (286.37KB), 592803 (578.91KB), 17, 293245, 0, 0, 0, 0
infobasesystemms.com, 4, 3026765216 (2.82GB), 4115307389 (3.83GB), 1255, 309206936, 1648, 348300239, 7621, 2369258041
itapagro.com, 30, 5448893569 (5.07GB), 2378819891 (2.22GB), 9721, 2111856537, 100538, 491224235, 18168, 2845812797
juseffex.com, 29, 1511193639 (1.41GB), 6622192068 (6.17GB), 9437, 671709479, 1488, 291654357, 3217, 547829803
kandhadai.com, 2, 286751 (280.03KB), 59543327 (56.78MB), 4, 286751, 0, 0, 0, 0
kinship-global.com, 1, 194508793 (185.50MB), 157302 (153.62KB), 1162, 93803283, 17, 5148883, 1162, 95556627
kllpl.org, 6, 1166838468 (1.09GB), 3574987316 (3.33GB), 878, 300790405, 1073, 533776999, 1178, 332271064
lakshmicargo.net, 17, 515408126 (491.53MB), 1187287596 (1.11GB), 1335, 170984420, 1516, 151556117, 1519, 192867589
learnyoga.org, 3, 79043490 (75.38MB), 811087895 (773.51MB), 441, 33732264, 8, 3617694, 523, 41693532
lfsindia.in, 3, 319140994 (304.36MB), 172990991 (164.98MB), 594, 122546919, 88, 16925830, 6318, 179668245
mahaagro.in, 17, 9266523061 (8.63GB), 3186284022 (2.97GB), 11648, 4119224707, 4718, 1403779790, 65941, 3743518564
mfapartments.net, 1, 20336406 (19.39MB), 26334529 (25.11MB), 175, 11944538, 52, 8391868, 0, 0
oops.co.in, 4, 5406404 (5.16MB), 317058760 (302.37MB), 39, 4252846, 11, 58333, 10, 1095225
pranaav.com, 16, 766720871 (731.20MB), 1125591459 (1.05GB), 8325, 379841512, 70, 36989855, 4676, 349889504
ptlinfotech.com, 4, 28090929 (26.79MB), 19236742 (18.35MB), 46, 13959130, 0, 0, 45, 14131799
renalo.net, 1, 47499070 (45.30MB), 16384 (16.00KB), 52, 4185078, 12, 39052186, 52, 4261806
rosaonline.org, 15, 7325392018 (6.82GB), 644075985 (614.24MB), 3485, 2192915108, 14835, 586774922, 6736, 4545701988
seahorseindia.co.in, 1, 123816296 (118.08MB), 408362229 (389.44MB), 274, 53908266, 103, 15195540, 276, 54712490
sricomworld.com, 21, 215370884 (205.39MB), 3107152590 (2.89GB), 5519, 215370884, 0, 0, 0, 0
tristarcontainer.co.in, 24, 4967236468 (4.63GB), 1602430380 (1.49GB), 16590, 2061380153, 4307, 482534217, 37429, 2423322098
vanmoppesindia.com, 26, 9810730461 (9.14GB), 19458196416 (18.12GB), 13559, 3015179322, 2924, 1043507112, 59299, 5752044027
vimanindia.com, 4, 640950174 (611.26MB), 718738332 (685.44MB), 8719, 321453557, 148, 7884833, 6385, 311611784
vtechsystems.com, 7, 467386633 (445.73MB), 3742112970 (3.49GB), 5027, 443109678, 35, 9264090, 2489, 15012865
