domain,ids,bandwidth,storage,incount,inbytes,outcount,outbytes,popcount,popbytes
agrowintl.in, 2, 14211 (13.88KB), 32768 (32.00KB), 0, 0, 1, 14211, 0, 0
alphaenter.net, 1, 560546119 (534.58MB), 2953437994 (2.75GB), 425, 205859865, 268, 171950490, 904, 182735764
bhavanssvvidyalaya.org, 2, 3668508 (3.50MB), 2922710 (2.79MB), 11, 561247, 10, 1067298, 10, 2039963
bhavantirupati.org, 2, 425953379 (406.22MB), 1176235960 (1.10GB), 708, 305704418, 33, 120248961, 0, 0
bullfreight.com, 1, 296151965 (282.43MB), 24354819 (23.23MB), 1506, 99910404, 346, 133908325, 723, 62333236
charirrfc.in, 1, 80193726 (76.48MB), 160180780 (152.76MB), 185, 79429190, 36, 764536, 0, 0
congressmedia.net, 41, 27164492 (25.91MB), 2372860566 (2.21GB), 87, 27164492, 0, 0, 0, 0
edelcap.com, 2145, 58950295347 (54.92GB), 0, 460249, 58950295347, 0, 0, 0, 0
enmail.com, 34, 146599779 (139.81MB), 9386368910 (8.74GB), 8605, 75639005, 933, 14647282, 829, 56313492
giftville.in, 4, 62236943 (59.35MB), 253539589 (241.79MB), 470, 61112441, 18, 1124502, 0, 0
harshitaassociates.com, 2, 197604526 (188.45MB), 174689471 (166.60MB), 490, 53823729, 346, 49691477, 761, 94089320
harvishpromark.com, 3, 7440 (7.27KB), 78307 (76.47KB), 1, 3629, 0, 0, 1, 3811
hisdom.org, 1, 861046 (840.87KB), 3184464 (3.04MB), 44, 861046, 0, 0, 0, 0
infobasesystemms.com, 4, 1843314536 (1.72GB), 2052017083 (1.91GB), 714, 483577291, 1225, 387833164, 1419, 971904081
itapagro.com, 25, 3343923687 (3.11GB), 3732943560 (3.48GB), 13495, 1342478908, 234, 105000430, 28081, 1896444349
juseffex.com, 21, 4084238779 (3.80GB), 3510273962 (3.27GB), 3038, 404614155, 34553, 2062412872, 6404, 1617211752
kandhadai.com, 2, 175648 (171.53KB), 48699073 (46.44MB), 15, 175648, 0, 0, 0, 0
kinship-global.com, 1, 111969951 (106.78MB), 134517 (131.36KB), 613, 54972448, 8, 762482, 614, 56235021
kllpl.org, 4, 1174278086 (1.09GB), 219344833 (209.18MB), 916, 260686367, 1984, 624848830, 1242, 288742889
lakshmicargo.net, 16, 416355918 (397.07MB), 1004482282 (957.95MB), 1022, 129993585, 1040, 166777691, 857, 119584642
learnyoga.org, 4, 42210066 (40.25MB), 200685158 (191.39MB), 409, 18689107, 10, 4106754, 383, 19414205
lfsindia.in, 3, 220123234 (209.93MB), 145181158 (138.46MB), 368, 60610687, 160, 52996215, 4326, 106516332
mahaagro.in, 14, 7011387627 (6.53GB), 2789123657 (2.60GB), 7519, 2367586906, 1633, 264640881, 51062, 4379159840
mfapartments.net, 1, 1715648 (1.64MB), 33417594 (31.87MB), 16, 1671430, 9, 44218, 0, 0
oops.co.in, 4, 5461472 (5.21MB), 317058760 (302.37MB), 40, 4391481, 5, 11940, 5, 1058051
pranaav.com, 20, 601912662 (574.03MB), 1677931485 (1.56GB), 3512, 372545412, 96, 9268721, 2071, 220098529
ptlinfotech.com, 6, 9090077 (8.67MB), 28011802 (26.71MB), 42, 4385298, 3, 293711, 37, 4411068
rosaonline.org, 2, 6146871088 (5.72GB), 575686193 (549.02MB), 2235, 2431143190, 549, 242065574, 3082, 3473662324
seahorseindia.co.in, 1, 5989401 (5.71MB), 43891789 (41.86MB), 122, 2151671, 0, 0, 223, 3837730
sricomworld.com, 20, 2000473506 (1.86GB), 1133958862 (1.06GB), 55337, 580230743, 399292, 1149729270, 7520, 270513493
srimarine.com, 2, 432119456 (412.10MB), 1598082 (1.52MB), 1102, 242670443, 214, 24027217, 585, 165421796
tristarcontainer.co.in, 25, 5892118113 (5.49GB), 4001217303 (3.73GB), 15956, 2388305971, 3447, 546020589, 30628, 2957791553
vanmoppesindia.com, 21, 5788160144 (5.39GB), 14898050496 (13.87GB), 12910, 1848257400, 2886, 603956813, 59522, 3335945931
vimanindia.com, 24, 2720239460 (2.53GB), 223152027 (212.81MB), 14224, 1146664777, 1072, 196461351, 15979, 1377113332
vinshatech.com, 5, 1156012 (1.10MB), 509164430 (485.58MB), 50, 1156012, 0, 0, 0, 0
vtechsystems.com, 6, 361740501 (344.98MB), 5092199526 (4.74GB), 4197, 335860793, 1056, 2670814, 4081, 23208894
