domain,ids,bandwidth,storage,incount,inbytes,outcount,outbytes,popcount,popbytes
agrowintl.in, 2, 5647424 (5.39MB), 388908 (379.79KB), 7, 1917786, 1, 19318, 6, 3710320
alphaenter.net, 1, 216893091 (206.85MB), 1647624464 (1.53GB), 291, 182526199, 152, 22873608, 227, 11493284
bhavanssvvidyalaya.org, 2, 45599547 (43.49MB), 176983133 (168.78MB), 60, 19886996, 5, 10620695, 115, 15091856
bhavantirupati.org, 2, 693055884 (660.95MB), 1031292401 (983.52MB), 820, 411231619, 87, 281824265, 0, 0
bhumisagarexpo.com, 2, 101652463 (96.94MB), 42229 (41.24KB), 75, 30435880, 269, 39998504, 76, 31218079
bullfreight.com, 1, 419122535 (399.71MB), 36147232 (34.47MB), 1796, 171606644, 575, 160665209, 579, 86850682
charirrfc.in, 1, 74663055 (71.20MB), 262005381 (249.87MB), 151, 74663055, 0, 0, 0, 0
congressmedia.net, 41, 18096196 (17.26MB), 2784035437 (2.59GB), 39, 18096196, 0, 0, 0, 0
cropinagro.com, 9, 23711571 (22.61MB), 210020854 (200.29MB), 107, 19618338, 36, 4093233, 0, 0
enmail.com, 36, 85735460 (81.76MB), 10677123503 (9.94GB), 1209, 53703578, 401, 17134899, 396, 14896983
giftville.in, 4, 84932311 (81.00MB), 827028987 (788.72MB), 818, 83792624, 28, 1139687, 0, 0
harshitaassociates.com, 2, 227385747 (216.85MB), 237664564 (226.65MB), 782, 58498789, 160, 91287862, 488, 77599096
harvishpromark.com, 3, 79785 (77.92KB), 15907700 (15.17MB), 3, 79785, 0, 0, 0, 0
heducate.org, 5, 904633 (883.43KB), 234919 (229.41KB), 20, 258660, 11, 15309, 31, 630664
hisdom.org, 1, 450797 (440.23KB), 2483366 (2.37MB), 15, 450797, 0, 0, 0, 0
infobasesystemms.com, 4, 3632961453 (3.38GB), 4050694546 (3.77GB), 1528, 521211121, 2041, 609578638, 9358, 2502171694
itapagro.com, 29, 5099765905 (4.75GB), 2024877607 (1.89GB), 8620, 2063324280, 1301, 306001794, 17645, 2730439831
juseffex.com, 29, 1258614786 (1.17GB), 8714892234 (8.12GB), 15764, 542135932, 3206, 95725667, 3478, 620753187
kandhadai.com, 2, 11124500 (10.61MB), 60292894 (57.50MB), 10, 83668, 690, 5028008, 1122, 6012824
kinship-global.com, 1, 167201801 (159.46MB), 1454049 (1.39MB), 907, 80505536, 2, 187413, 919, 86508852
kllpl.org, 6, 1348130251 (1.26GB), 4004534009 (3.73GB), 752, 156978778, 1492, 884769916, 2495, 306381557
lakshmicargo.net, 17, 580035161 (553.16MB), 615549448 (587.03MB), 1504, 160985307, 1581, 168521133, 1998, 250528721
learnyoga.org, 3, 171901960 (163.94MB), 355448888 (338.98MB), 11074, 168733876, 8, 316432, 53, 2851652
lfsindia.in, 3, 678661958 (647.22MB), 150206906 (143.25MB), 638, 218272930, 74, 81665775, 1594, 378723253
mahaagro.in, 20, 4948885608 (4.61GB), 3769620295 (3.51GB), 9098, 2339282280, 1176, 356283304, 17241, 2253320024
mfapartments.net, 1, 45308215 (43.21MB), 49317534 (47.03MB), 149, 17058191, 49, 28250024, 0, 0
oops.co.in, 4, 514045 (502.00KB), 317093828 (302.40MB), 21, 509185, 0, 0, 2, 4860
pranaav.com, 12, 547694405 (522.32MB), 223954454 (213.58MB), 10119, 292473758, 96, 6769568, 6589, 248451079
ptlinfotech.com, 5, 4294099 (4.10MB), 19894998 (18.97MB), 73, 2293293, 2, 13365, 62, 1987441
pushyaconsultancy.in, 2, 62290182 (59.40MB), 92578641 (88.29MB), 198, 20390445, 215, 21889501, 198, 20010236
renalo.net, 1, 32382235 (30.88MB), 859247 (839.11KB), 162, 9736314, 23, 13534698, 147, 9111223
renato.in, 1, 586836 (573.08KB), 54128 (52.86KB), 8, 309587, 0, 0, 7, 277249
rosaonline.org, 15, 7967062282 (7.42GB), 764352753 (728.94MB), 2916, 1558806383, 5685, 62395623, 10988, 6345860276
seahorseindia.co.in, 1, 33766046 (32.20MB), 581357535 (554.43MB), 228, 11085919, 100, 12058645, 216, 10621482
sricomworld.com, 21, 11632 (11.36KB), 4046979642 (3.77GB), 1, 11632, 0, 0, 0, 0
tristarcontainer.co.in, 25, 5979276585 (5.57GB), 1457461280 (1.36GB), 17437, 2562842006, 3813, 485308587, 44281, 2931125992
vanmoppesindia.com, 28, 12094117473 (11.26GB), 20888856146 (19.45GB), 193187, 2490621880, 2481277, 6873450303, 52947, 2730045290
vimanindia.com, 4, 127662490244 (118.89GB), 688369784 (656.48MB), 13020, 599396705, 219910, 126605196489, 2852, 457897050
vtechsystems.com, 7, 355503880 (339.03MB), 3748449114 (3.49GB), 4997, 324611554, 18, 16803123, 2244, 14089203
