domain,ids,bandwidth,storage,incount,inbytes,outcount,outbytes,popcount,popbytes
alphaenter.net, 1, 868272337 (828.05MB), 3821827096 (3.56GB), 486, 364042439, 401, 124011645, 1016, 380218253
bhavantirupati.org, 2, 1139887756 (1.06GB), 1437517463 (1.34GB), 1078, 239472161, 6965, 659490274, 1062, 240925321
bullfreight.com, 1, 341495590 (325.68MB), 23580030 (22.49MB), 1248, 128327115, 1717, 93111307, 1102, 120057168
charirrfc.in, 1, 88261695 (84.17MB), 119676011 (114.13MB), 305, 88261695, 0, 0, 0, 0
congressmedia.net, 41, 17382390 (16.58MB), 2264452835 (2.11GB), 71, 17382390, 0, 0, 0, 0
edelcap.com, 2146, 74706325598 (69.59GB), 0, 605007, 74706325598, 0, 0, 0, 0
enmail.com, 33, 127326672 (121.43MB), 8821139603 (8.22GB), 1174, 90086726, 308, 17659662, 243, 19580284
giftville.in, 4, 55573458 (53.00MB), 301127496 (287.18MB), 378, 53770919, 29, 1802539, 0, 0
harshitaassociates.com, 2, 736399915 (702.29MB), 199490586 (190.25MB), 622, 230602527, 467, 134723676, 981, 371073712
hisdom.org, 1, 449695 (439.16KB), 479713 (468.47KB), 21, 448361, 2, 1334, 0, 0
infobasesystemms.com, 4, 9590118922 (8.93GB), 4379380637 (4.08GB), 740, 503683848, 873, 144034646, 11596, 8942400428
itapagro.com, 24, 3780456221 (3.52GB), 2446687861 (2.28GB), 9444, 1333539337, 458, 210381402, 16810, 2236535482
juseffex.com, 20, 1432554209 (1.33GB), 5029811593 (4.68GB), 2719, 488509203, 889, 361559014, 4619, 582485992
kandhadai.com, 2, 49107 (47.96KB), 47901970 (45.68MB), 6, 49107, 0, 0, 0, 0
kinship-global.com, 7, 283689154 (270.55MB), 727317517 (693.62MB), 1078, 142025034, 153, 17906857, 913, 123757263
kllpl.org, 2, 2004158902 (1.87GB), 96390227 (91.92MB), 851, 490091170, 1759, 931191951, 1137, 582875781
lakshmicargo.net, 16, 384271416 (366.47MB), 764399371 (728.99MB), 1234, 144092502, 1307, 140951466, 1059, 99227448
learnyoga.org, 4, 58908622 (56.18MB), 20416642 (19.47MB), 312, 20565077, 15, 9431215, 392, 28912330
lfsindia.in, 3, 859889262 (820.05MB), 145953287 (139.19MB), 477, 324602259, 170, 63305736, 4964, 471981267
mahaagro.in, 13, 8493273643 (7.91GB), 4299975936 (4.00GB), 9148, 2227067602, 2024, 416646947, 57080, 5849559094
mfapartments.net, 2, 5047478 (4.81MB), 27741505 (26.46MB), 13, 5044340, 2, 3138, 0, 0
oops.co.in, 4, 17935661 (17.10MB), 317058760 (302.37MB), 49, 11273493, 0, 0, 24, 6662168
pranaav.com, 20, 1091625110 (1.02GB), 1476319162 (1.37GB), 3672, 339829484, 315, 166269455, 4703, 585526171
ptlinfotech.com, 6, 8387089 (8.00MB), 26811666 (25.57MB), 53, 4294078, 2, 3242, 49, 4089769
rosaonline.org, 1, 6116691516 (5.70GB), 247029933 (235.59MB), 2655, 1441359364, 7559, 287608895, 7595, 4387723257
seahorseindia.co.in, 1, 39073897 (37.26MB), 26733145 (25.49MB), 154, 4706318, 37, 31269568, 161, 3098011
sricomworld.com, 20, 768089431 (732.51MB), 698396647 (666.04MB), 4959, 399414411, 291, 42913279, 5213, 325761741
srimarine.com, 2, 427223389 (407.43MB), 1208053 (1.15MB), 1153, 330265689, 55, 3054453, 485, 93903247
tristarcontainer.co.in, 23, 4839695466 (4.51GB), 2743078101 (2.55GB), 18536, 1997175738, 4512, 543345767, 35741, 2299173961
vanmoppesindia.com, 32, 6640051699 (6.18GB), 16717419923 (15.57GB), 15399, 1997420827, 2530, 341108920, 73021, 4301521952
vimanindia.com, 21, 2512846645 (2.34GB), 73374972 (69.98MB), 12658, 1037068384, 1138, 143244278, 17844, 1332533983
vinshatech.com, 5, 14732020 (14.05MB), 487398099 (464.82MB), 20, 14732020, 0, 0, 0, 0
vtechsystems.com, 6, 375389273 (358.00MB), 4669146558 (4.35GB), 3792, 320562595, 491, 28633324, 1135, 26193354
