domain,ids,bandwidth,storage,incount,inbytes,outcount,outbytes,popcount,popbytes
  edelweisswealthmanagement, 36876 (36.01KB), 0, 27, 36876, 0, 0, 0, 0
  insurance3, 40170 (39.23KB), 0, 16, 40170, 0, 0, 0, 0
  retailhelpdesk, 55000 (53.71KB), 0, 15, 55000, 0, 0, 0, 0
  preety.rathod, 29902 (29.20KB), 0, 19, 29902, 0, 0, 0, 0
  sourabh.jhaver, 25678 (25.08KB), 0, 12, 25678, 0, 0, 0, 0
  seema.bansal, 110367 (107.78KB), 0, 14, 110367, 0, 0, 0, 0
  kalpana.maniar, 802341 (783.54KB), 0, 13, 802341, 0, 0, 0, 0
  umesh.shinde, 47896 (46.77KB), 0, 11, 47896, 0, 0, 0, 0
  jignesh.patel, 107177 (104.67KB), 0, 17, 107177, 0, 0, 0, 0
  harsh.gupta, 27083 (26.45KB), 0, 12, 27083, 0, 0, 0, 0
  ipowest, 25472 (24.88KB), 0, 12, 25472, 0, 0, 0, 0
  surendra.singh, 14691 (14.35KB), 0, 9, 14691, 0, 0, 0, 0
  raman.jauhar, 82363 (80.43KB), 0, 18, 82363, 0, 0, 0, 0
  jibi.jacob, 112331 (109.70KB), 0, 16, 112331, 0, 0, 0, 0
  gocl.rights, 45099 (44.04KB), 0, 15, 45099, 0, 0, 0, 0
  srikant.annavarapu, 16332 (15.95KB), 0, 8, 16332, 0, 0, 0, 0
  ksk.ipo, 212575 (207.59KB), 0, 21, 212575, 0, 0, 0, 0
  balakrishnan.narayanan, 32413 (31.65KB), 0, 23, 32413, 0, 0, 0, 0
  shweta.bhadouria, 57938 (56.58KB), 0, 28, 57938, 0, 0, 0, 0
  ieops, 34947 (34.13KB), 0, 11, 34947, 0, 0, 0, 0
  siddhika.mhetar, 47169 (46.06KB), 0, 18, 47169, 0, 0, 0, 0
  mehul.shah, 48894 (47.75KB), 0, 16, 48894, 0, 0, 0, 0
  anupama.srinivasan, 35073 (34.25KB), 0, 13, 35073, 0, 0, 0, 0
  gaurav.mittal, 42811 (41.81KB), 0, 14, 42811, 0, 0, 0, 0
  project.whirlpool, 39388 (38.46KB), 0, 19, 39388, 0, 0, 0, 0
  amol.more, 57873 (56.52KB), 0, 20, 57873, 0, 0, 0, 0
  tarun.maliwal, 21054 (20.56KB), 0, 8, 21054, 0, 0, 0, 0
  madhu.lunawat, 24251 (23.68KB), 0, 12, 24251, 0, 0, 0, 0
  devang.raval, 25410 (24.81KB), 0, 17, 25410, 0, 0, 0, 0
  deepak.mundra, 23447 (22.90KB), 0, 14, 23447, 0, 0, 0, 0
  kaushal.sheth, 27773 (27.12KB), 0, 12, 27773, 0, 0, 0, 0
  yashesh.khimesra, 742462 (725.06KB), 0, 17, 742462, 0, 0, 0, 0
  abhishekm.jain, 33884 (33.09KB), 0, 10, 33884, 0, 0, 0, 0
  arun.shourie, 772359 (754.26KB), 0, 52, 772359, 0, 0, 0, 0
  custservices.amc, 38336 (37.44KB), 0, 14, 38336, 0, 0, 0, 0
  payal.malhotra, 36890 (36.03KB), 0, 17, 36890, 0, 0, 0, 0
  pintu.bej, 25117 (24.53KB), 0, 12, 25117, 0, 0, 0, 0
  gil.rights, 700128 (683.72KB), 0, 66, 700128, 0, 0, 0, 0
  dinesh.sawant, 44055 (43.02KB), 0, 20, 44055, 0, 0, 0, 0
  prema.moily, 191719 (187.23KB), 0, 12, 191719, 0, 0, 0, 0
  himmatnager, 17569 (17.16KB), 0, 14, 17569, 0, 0, 0, 0
  investors, 86622 (84.59KB), 0, 18, 86622, 0, 0, 0, 0
  priti.devpuria, 61169 (59.74KB), 0, 18, 61169, 0, 0, 0, 0
  sunil.surve, 26665 (26.04KB), 0, 12, 26665, 0, 0, 0, 0
  amit.garg, 104348 (101.90KB), 0, 22, 104348, 0, 0, 0, 0
  vikas.khemani, 3774055 (3.60MB), 0, 77, 3774055, 0, 0, 0, 0
  abhishek.saha, 16629 (16.24KB), 0, 13, 16629, 0, 0, 0, 0
  pb_sales, 189948 (185.50KB), 0, 19, 189948, 0, 0, 0, 0
  sunanda.chandak, 55206 (53.91KB), 0, 16, 55206, 0, 0, 0, 0
  vikesh.agarwal, 42714 (41.71KB), 0, 13, 42714, 0, 0, 0, 0
  harish.chander, 342932 (334.89KB), 0, 25, 342932, 0, 0, 0, 0
  bullion.alerts, 23164 (22.62KB), 0, 12, 23164, 0, 0, 0, 0
  kunal.pednekar, 117839 (115.08KB), 0, 17, 117839, 0, 0, 0, 0
  conferences.europe, 29666 (28.97KB), 0, 12, 29666, 0, 0, 0, 0
  scufbondissue, 46100 (45.02KB), 0, 18, 46100, 0, 0, 0, 0
  ir, 1093709 (1.04MB), 0, 60, 1093709, 0, 0, 0, 0
  aditi.vijay, 44558 (43.51KB), 0, 18, 44558, 0, 0, 0, 0
  jyoti.bhandari, 28874 (28.20KB), 0, 13, 28874, 0, 0, 0, 0
  viji.mathai, 29218 (28.53KB), 0, 17, 29218, 0, 0, 0, 0
