domain,ids,bandwidth,storage,incount,inbytes,outcount,outbytes,popcount,popbytes
agrowintl.in, 2, 1309824 (1.25MB), 1179066 (1.12MB), 6, 681698, 0, 0, 5, 628126
alphaenter.net, 1, 318593239 (303.83MB), 2253916817 (2.10GB), 417, 274606065, 174, 23518491, 373, 20468683
bhavanssvvidyalaya.org, 2, 103110529 (98.33MB), 251577938 (239.92MB), 79, 27601717, 18, 6429924, 144, 69078888
bhavantirupati.org, 2, 484085636 (461.66MB), 722428744 (688.96MB), 778, 375385606, 79, 108700030, 0, 0
bhumisagarexpo.com, 2, 115140137 (109.81MB), 13533031 (12.91MB), 127, 41492553, 176, 44983280, 111, 28664304
bullfreight.com, 1, 427288516 (407.49MB), 33529605 (31.98MB), 1810, 216324929, 337, 119913118, 441, 91050469
charirrfc.in, 1, 47685685 (45.48MB), 388392946 (370.40MB), 179, 47685685, 0, 0, 0, 0
congressmedia.net, 41, 34991645 (33.37MB), 2853094355 (2.66GB), 48, 34991645, 0, 0, 0, 0
cropinagro.com, 9, 28418083 (27.10MB), 237424904 (226.43MB), 136, 28418083, 0, 0, 0, 0
enmail.com, 34, 61505467 (58.66MB), 10787178749 (10.05GB), 1052, 50491653, 210, 5838783, 199, 5175031
giftville.in, 4, 65331275 (62.30MB), 600895443 (573.06MB), 906, 63914337, 40, 1416938, 0, 0
harshitaassociates.com, 2, 103679019 (98.88MB), 215414845 (205.44MB), 787, 48592614, 222, 18957040, 342, 36129365
harvishpromark.com, 3, 62675 (61.21KB), 16012739 (15.27MB), 1, 62675, 0, 0, 0, 0
heducate.org, 5, 763809 (745.91KB), 607811 (593.57KB), 16, 357724, 4, 203016, 11, 203069
hisdom.org, 1, 176277 (172.15KB), 3179062 (3.03MB), 5, 176277, 0, 0, 0, 0
infobasesystemms.com, 4, 2592233687 (2.41GB), 5122162535 (4.77GB), 1769, 591296804, 2250, 794959796, 3535, 1205977087
itapagro.com, 29, 5920608719 (5.51GB), 1635313966 (1.52GB), 10247, 1704150010, 1086, 317703917, 23686, 3898754792
juseffex.com, 30, 3297723621 (3.07GB), 8169413894 (7.61GB), 17484, 623761877, 874, 208414457, 11386, 2465547287
kandhadai.com, 2, 22665247 (21.62MB), 60332819 (57.54MB), 2, 11372, 0, 0, 1000, 22653875
kinship-global.com, 1, 432540749 (412.50MB), 1362180 (1.30MB), 1106, 150172212, 150, 130411260, 1110, 151957277
kllpl.org, 6, 1810155232 (1.69GB), 4082673766 (3.80GB), 1106, 186865589, 9184, 1442868805, 2212, 180420838
lakshmicargo.net, 17, 756927790 (721.86MB), 655253054 (624.90MB), 2002, 240054355, 1961, 211027699, 2679, 305845736
learnyoga.org, 3, 30470915 (29.06MB), 398860571 (380.38MB), 517, 24143068, 7, 3527016, 53, 2800831
lfsindia.in, 3, 400082238 (381.55MB), 149816155 (142.88MB), 567, 152033217, 81, 23633686, 1122, 224415335
mahaagro.in, 20, 20165308899 (18.78GB), 5589281675 (5.21GB), 9634, 3860266958, 8656, 5343986046, 39353, 10961055895
mfapartments.net, 1, 26070503 (24.86MB), 79308861 (75.63MB), 199, 6350849, 60, 19719654, 0, 0
oops.co.in, 4, 4142225 (3.95MB), 325037860 (309.98MB), 56, 4142225, 0, 0, 0, 0
pranaav.com, 14, 620886267 (592.12MB), 118774808 (113.27MB), 7765, 268711562, 63, 11216711, 5734, 340957994
ptlinfotech.com, 4, 8474033 (8.08MB), 19227380 (18.34MB), 64, 2749470, 0, 0, 109, 5724563
pushyaconsultancy.in, 2, 83893146 (80.01MB), 169258301 (161.42MB), 207, 33653038, 220, 18627201, 182, 31612907
renalo.net, 1, 16631880 (15.86MB), 59716 (58.32KB), 156, 7738019, 3, 848500, 157, 8045361
rosaonline.org, 15, 7718398991 (7.19GB), 698963263 (666.58MB), 2523, 2344792449, 5475, 110464580, 7625, 5263141962
seahorseindia.co.in, 1, 50246622 (47.92MB), 615283055 (586.78MB), 233, 18386737, 70, 11918480, 234, 19941405
sricomworld.com, 22, 1010392281 (963.59MB), 2364107632 (2.20GB), 2924, 393067232, 365, 76024591, 4231, 541300458
tristarcontainer.co.in, 25, 6018216148 (5.60GB), 1869633104 (1.74GB), 16683, 2500995172, 3372, 561414742, 46950, 2955806234
ucindia.net, 3, 70242 (68.60KB), 105417 (102.95KB), 7, 57307, 3, 2778, 2, 10157
vanmoppesindia.com, 28, 19378547166 (18.05GB), 18479057361 (17.21GB), 10330, 1590102073, 34381, 15369563025, 39092, 2418882068
vimanindia.com, 4, 602808130 (574.88MB), 1086359125 (1.01GB), 7857, 358611525, 183, 50185093, 2415, 194011512
vtechsystems.com, 7, 802295239 (765.13MB), 3959343003 (3.69GB), 40341, 466622393, 122974, 301261525, 2736, 34411321
