domain,ids,bandwidth,storage,incount,inbytes,outcount,outbytes,popcount,popbytes
alphaenter.net, 1, 462268252 (440.85MB), 3917348823 (3.65GB), 371, 186744790, 249, 59155669, 795, 216367793
bhavanssvvidyalaya.org, 2, 5111946 (4.88MB), 35138155 (33.51MB), 6, 56353, 7, 4951198, 7, 104395
bhavantirupati.org, 2, 334190820 (318.71MB), 1297584879 (1.21GB), 763, 331810810, 32, 2380010, 0, 0
bullfreight.com, 1, 520061741 (495.97MB), 29089970 (27.74MB), 1640, 179690150, 404, 208718960, 823, 131652631
charirrfc.in, 1, 67038417 (63.93MB), 152835815 (145.76MB), 157, 67038417, 0, 0, 0, 0
congressmedia.net, 41, 29136756 (27.79MB), 2449001003 (2.28GB), 64, 29136756, 0, 0, 0, 0
edelcap.com, 2158, 65634091325 (61.13GB), 0, 415323, 65634091325, 0, 0, 0, 0
enmail.com, 34, 103766117 (98.96MB), 9711454443 (9.04GB), 1132, 61321381, 2422, 33937247, 172, 8507489
giftville.in, 4, 72241181 (68.89MB), 339848985 (324.11MB), 586, 69366581, 33, 2874600, 0, 0
harshitaassociates.com, 2, 135076672 (128.82MB), 173545409 (165.51MB), 493, 39793063, 186, 20910930, 832, 74372679
harvishpromark.com, 3, 14005 (13.68KB), 78307 (76.47KB), 1, 6893, 0, 0, 1, 7112
hisdom.org, 1, 764700 (746.78KB), 5251962 (5.01MB), 37, 764700, 0, 0, 0, 0
infobasesystemms.com, 4, 1668474273 (1.55GB), 2940350634 (2.74GB), 1016, 393439316, 2242, 384827115, 2068, 890207842
itapagro.com, 26, 6411375306 (5.97GB), 1955333273 (1.82GB), 18408, 1959513670, 600, 159595107, 165668, 4292266529
juseffex.com, 22, 1323886708 (1.23GB), 4011598801 (3.74GB), 4053, 561397986, 2182, 229355716, 5100, 533133006
kandhadai.com, 2, 59636 (58.24KB), 49369464 (47.08MB), 6, 59636, 0, 0, 0, 0
kinship-global.com, 1, 105250449 (100.37MB), 134517 (131.36KB), 979, 50307660, 15, 3373595, 986, 51569194
kllpl.org, 4, 1644304418 (1.53GB), 18023184 (17.19MB), 1701, 304193259, 3315, 1005916323, 1800, 334194836
lakshmicargo.net, 17, 527048581 (502.63MB), 1185423602 (1.10GB), 1440, 183304242, 1212, 161980190, 1385, 181764149
learnyoga.org, 4, 152577068 (145.51MB), 383670309 (365.90MB), 433, 40996470, 10, 47738236, 440, 63842362
lfsindia.in, 3, 417275823 (397.95MB), 147168466 (140.35MB), 355, 160684132, 65, 34049985, 4802, 222541706
mahaagro.in, 15, 13804660669 (12.86GB), 4707981764 (4.38GB), 8409, 3705448272, 1730, 423333221, 101574, 9675879176
mfapartments.net, 1, 2054153 (1.96MB), 36153681 (34.48MB), 41, 1823380, 4, 230773, 0, 0
oops.co.in, 4, 2617708 (2.50MB), 317058760 (302.37MB), 42, 2617708, 0, 0, 0, 0
pranaav.com, 19, 893551680 (852.16MB), 1271500781 (1.18GB), 4393, 444626452, 233, 86895384, 3876, 362029844
ptlinfotech.com, 6, 3884265 (3.70MB), 29806300 (28.43MB), 121, 1969433, 21, 1476627, 21, 438205
rosaonline.org, 3, 5593140415 (5.21GB), 443273100 (422.74MB), 2742, 1862954727, 4560, 324599978, 4916, 3405585710
seahorseindia.co.in, 1, 18307847 (17.46MB), 62563639 (59.67MB), 147, 9049971, 13, 360950, 149, 8896926
sricomworld.com, 20, 444877680 (424.27MB), 1691722036 (1.58GB), 5407, 285280014, 66, 9761204, 2012, 149836462
tristarcontainer.co.in, 26, 6759858351 (6.30GB), 4775428807 (4.45GB), 18104, 2613161708, 4353, 706858949, 30897, 3439837694
vanmoppesindia.com, 26, 5627931059 (5.24GB), 14881200288 (13.86GB), 11322, 1811331068, 2412, 631438149, 52778, 3185161842
vimanindia.com, 22, 2450514210 (2.28GB), 135583411 (129.30MB), 9009, 940290276, 1063, 115769694, 13639, 1394454240
vinshatech.com, 5, 1840927 (1.76MB), 521739570 (497.57MB), 3, 1840927, 0, 0, 0, 0
vtechsystems.com, 7, 658551099 (628.04MB), 5398896839 (5.03GB), 6584, 454690986, 79, 182778288, 4145, 21081825
