domain,ids,bandwidth,storage,incount,inbytes,outcount,outbytes,popcount,popbytes
alphaenter.net, 1, 725578953 (691.97MB), 3680552713 (3.43GB), 408, 228611873, 187, 144414068, 1125, 352553012
bhavanssvvidyalaya.org, 2, 12468328 (11.89MB), 31117805 (29.68MB), 9, 4529473, 10, 3440039, 3, 4498816
bhavantirupati.org, 2, 322610882 (307.67MB), 1289749702 (1.20GB), 692, 305721130, 18, 16889752, 0, 0
bullfreight.com, 1, 350491068 (334.25MB), 24220777 (23.10MB), 1505, 138847595, 340, 118364484, 708, 93278989
charirrfc.in, 1, 68080649 (64.93MB), 154677212 (147.51MB), 144, 68080649, 0, 0, 0, 0
congressmedia.net, 41, 17334441 (16.53MB), 2419854205 (2.25GB), 68, 17334441, 0, 0, 0, 0
edelcap.com, 2184, 67064699747 (62.47GB), 0, 447842, 67064699747, 0, 0, 0, 0
enmail.com, 35, 105392025 (100.51MB), 9619945862 (8.96GB), 989, 85911253, 315, 10612166, 170, 8868606
giftville.in, 4, 73910305 (70.49MB), 309404535 (295.07MB), 504, 72911806, 30, 998499, 0, 0
harshitaassociates.com, 2, 182853739 (174.38MB), 159179323 (151.81MB), 456, 49779196, 229, 50350706, 690, 82723837
harvishpromark.com, 3, 37881 (36.99KB), 78307 (76.47KB), 3, 18654, 0, 0, 3, 19227
hisdom.org, 1, 670849 (655.13KB), 4449007 (4.24MB), 39, 670849, 0, 0, 0, 0
infobasesystemms.com, 4, 1937960703 (1.80GB), 2546700280 (2.37GB), 871, 510159403, 1424, 466766910, 1717, 961034390
itapagro.com, 26, 4817743927 (4.49GB), 1667197757 (1.55GB), 18238, 1353662986, 480, 102863304, 117340, 3361217637
juseffex.com, 22, 1306665547 (1.22GB), 3737356726 (3.48GB), 2974, 570202799, 1473, 214680150, 3271, 521782598
kandhadai.com, 2, 416992 (407.22KB), 49309267 (47.02MB), 17, 416992, 0, 0, 0, 0
kinship-global.com, 1, 160934300 (153.48MB), 290294 (283.49KB), 645, 77020804, 23, 5389121, 652, 78524375
kllpl.org, 4, 1879553985 (1.75GB), 1685473 (1.61MB), 1067, 310931625, 2285, 1186525790, 1213, 382096570
lakshmicargo.net, 16, 269334288 (256.86MB), 1119687131 (1.04GB), 1352, 96767626, 1160, 90702166, 1266, 81864496
learnyoga.org, 4, 135870198 (129.58MB), 322230709 (307.30MB), 420, 43552780, 19, 44116638, 498, 48200780
lfsindia.in, 3, 344222290 (328.28MB), 145021352 (138.30MB), 281, 123758777, 113, 19031587, 4661, 201431926
mahaagro.in, 15, 8195618777 (7.63GB), 4760030872 (4.43GB), 8541, 3199846823, 2012, 525035968, 76843, 4470735986
mfapartments.net, 1, 1895777 (1.81MB), 35469265 (33.83MB), 32, 1851095, 5, 44682, 0, 0
oops.co.in, 4, 2926201 (2.79MB), 317058760 (302.37MB), 42, 2926201, 0, 0, 0, 0
pranaav.com, 19, 853995935 (814.43MB), 1201043541 (1.12GB), 4063, 347165765, 384, 76898674, 4846, 429931496
ptlinfotech.com, 6, 7447559 (7.10MB), 28965702 (27.62MB), 131, 3259972, 4, 895796, 64, 3291791
rosaonline.org, 3, 5529305291 (5.15GB), 101934775 (97.21MB), 2843, 1917417429, 7480, 119447992, 4584, 3492439870
seahorseindia.co.in, 1, 9775110 (9.32MB), 53493830 (51.02MB), 136, 4616159, 2, 186476, 146, 4972475
sricomworld.com, 20, 449191102 (428.38MB), 1531903321 (1.43GB), 5681, 304305473, 116, 29640230, 1451, 115245399
tristarcontainer.co.in, 26, 5614818529 (5.23GB), 4244357139 (3.95GB), 17050, 2312758334, 3792, 595755249, 31552, 2706304946
vanmoppesindia.com, 26, 5645748443 (5.26GB), 14037813143 (13.07GB), 12490, 1831229283, 2753, 675119125, 57175, 3139400035
vimanindia.com, 22, 3632105658 (3.38GB), 203578040 (194.15MB), 13615, 1309031719, 1593, 622277435, 17755, 1700796504
vinshatech.com, 5, 8765323 (8.36MB), 519898318 (495.81MB), 18, 8765323, 0, 0, 0, 0
vtechsystems.com, 7, 659119282 (628.59MB), 5333880452 (4.97GB), 5556, 611034310, 3506, 18698150, 4236, 29386822
