domain,ids,bandwidth,storage,incount,inbytes,outcount,outbytes,popcount,popbytes
agrowintl.in, 2, 177912996 (169.67MB), 1698035 (1.62MB), 70, 36110432, 255, 56091366, 205, 85711198
alphaenter.net, 1, 696611419 (664.34MB), 2857473010 (2.66GB), 507, 427497312, 228, 81433617, 887, 187680490
bhavanssvvidyalaya.org, 2, 9003536 (8.59MB), 118973874 (113.46MB), 27, 3735309, 37, 5268227, 0, 0
bhavantirupati.org, 2, 465115032 (443.57MB), 1386459867 (1.29GB), 736, 302498161, 57, 162616871, 0, 0
bhumisagarexpo.com, 2, 64149094 (61.18MB), 32768 (32.00KB), 86, 12509813, 103, 28554683, 88, 23084598
bullfreight.com, 1, 402430855 (383.79MB), 30290906 (28.89MB), 1752, 188651820, 566, 107357174, 595, 106421861
charirrfc.in, 1, 112806072 (107.58MB), 410914675 (391.88MB), 185, 112806072, 0, 0, 0, 0
congressmedia.net, 41, 17940880 (17.11MB), 2687670763 (2.50GB), 40, 17940880, 0, 0, 0, 0
cropinagro.com, 7, 19148278 (18.26MB), 95821255 (91.38MB), 133, 15474514, 247, 3673764, 0, 0
enmail.com, 34, 90915065 (86.70MB), 10403733849 (9.69GB), 1312, 77092930, 261, 7309099, 262, 6513036
giftville.in, 4, 81200402 (77.44MB), 717340591 (684.11MB), 789, 69812774, 74, 11387628, 0, 0
harshitaassociates.com, 2, 340291889 (324.53MB), 160235899 (152.81MB), 843, 113568404, 206, 79438930, 649, 147284555
harvishpromark.com, 3, 6095883 (5.81MB), 14404019 (13.74MB), 25, 6095883, 0, 0, 0, 0
heducate.org, 1, 6058 (5.92KB), 26303 (25.69KB), 2, 5166, 2, 892, 0, 0
hisdom.org, 1, 194582 (190.02KB), 787928 (769.46KB), 6, 194582, 0, 0, 0, 0
infobasesystemms.com, 4, 2456963793 (2.29GB), 4192830610 (3.90GB), 1592, 551243748, 2291, 623863156, 3667, 1281856889
itapagro.com, 29, 4570680026 (4.26GB), 1804408319 (1.68GB), 8740, 1732177220, 919, 348463343, 30181, 2490039463
juseffex.com, 29, 1517801223 (1.41GB), 6880371131 (6.41GB), 11387, 705233484, 1909, 277224946, 4248, 535342793
kandhadai.com, 2, 54971878 (52.43MB), 59547441 (56.79MB), 1, 4033, 0, 0, 2162, 54967845
kinship-global.com, 1, 187545010 (178.86MB), 1079065 (1.03MB), 1191, 93368521, 0, 0, 1186, 94176489
kllpl.org, 6, 1418587424 (1.32GB), 3625841133 (3.38GB), 1007, 270139542, 1627, 770795627, 1815, 377652255
lakshmicargo.net, 17, 649746291 (619.65MB), 1098119192 (1.02GB), 1570, 214589875, 1479, 203537739, 1780, 231618677
learnyoga.org, 3, 61851986 (58.99MB), 842993632 (803.94MB), 407, 31377740, 4, 100262, 361, 30373984
lfsindia.in, 3, 438399935 (418.09MB), 199444791 (190.21MB), 628, 170217297, 96, 56305171, 5901, 211877467
mahaagro.in, 17, 11053636566 (10.29GB), 4834120549 (4.50GB), 13153, 5482379450, 3572, 886137884, 61539, 4685119232
mfapartments.net, 1, 12798599 (12.21MB), 31030761 (29.59MB), 163, 6672951, 53, 6125648, 0, 0
oops.co.in, 4, 6203182 (5.92MB), 329513104 (314.25MB), 39, 6203182, 0, 0, 0, 0
pranaav.com, 16, 878274590 (837.59MB), 1116295894 (1.04GB), 9309, 430377308, 110, 66468870, 6154, 381428412
ptlinfotech.com, 4, 6437985 (6.14MB), 19219514 (18.33MB), 48, 3183579, 0, 0, 49, 3254406
renalo.net, 1, 32600746 (31.09MB), 16384 (16.00KB), 189, 11413415, 41, 9705488, 187, 11481843
rosaonline.org, 15, 10930995661 (10.18GB), 1558367703 (1.45GB), 4965, 3112630679, 8183, 763042399, 12083, 7055322583
seahorseindia.co.in, 1, 128497171 (122.54MB), 464028023 (442.53MB), 288, 55628158, 114, 16438624, 288, 56430389
sricomworld.com, 21, 255849897 (244.00MB), 3363765473 (3.13GB), 5573, 255849897, 0, 0, 0, 0
tristarcontainer.co.in, 24, 6172610486 (5.75GB), 1631509640 (1.52GB), 15862, 2065272287, 3441, 536663581, 126829, 3570674618
vanmoppesindia.com, 26, 6496106031 (6.05GB), 20159746399 (18.78GB), 12144, 2020728084, 2287, 564813299, 52731, 3910564648
vimanindia.com, 4, 811847160 (774.24MB), 888380888 (847.23MB), 6438, 384051072, 208, 151447027, 3079, 276349061
vtechsystems.com, 7, 382724659 (364.99MB), 3693256781 (3.44GB), 4732, 367976982, 8, 2735906, 2402, 12011771
