domain,ids,bandwidth,storage,incount,inbytes,outcount,outbytes,popcount,popbytes
agrowintl.in, 1, 204045 (199.26KB), 2041596 (1.95MB), 7, 204045, 0, 0, 0, 0
alphaenter.net, 1, 134324018 (128.10MB), 2363411890 (2.20GB), 294, 114712951, 64, 3798303, 294, 15812764
bhavanssvvidyalaya.org, 2, 49940922 (47.63MB), 76108514 (72.58MB), 50, 16284310, 11, 2623332, 99, 31033280
bhavantirupati.org, 2, 692638246 (660.55MB), 717569946 (684.33MB), 1090, 602849400, 96, 89788846, 0, 0
bhumisagarexpo.com, 2, 248422285 (236.91MB), 31343621 (29.89MB), 153, 36532940, 296, 176413193, 151, 35476152
bullfreight.com, 1, 280263406 (267.28MB), 60130147 (57.34MB), 1876, 155241150, 207, 83548393, 370, 41473863
charirrfc.in, 1, 66618801 (63.53MB), 730692086 (696.84MB), 66, 66618801, 0, 0, 0, 0
congressmedia.net, 41, 26230882 (25.02MB), 2990507021 (2.79GB), 46, 26230882, 0, 0, 0, 0
enmail.com, 35, 57677463 (55.01MB), 8554409360 (7.97GB), 1141, 46366666, 226, 3477693, 294, 7833104
giftville.in, 4, 84339813 (80.43MB), 332101309 (316.72MB), 755, 82326878, 34, 2012935, 0, 0
harshitaassociates.com, 2, 159901842 (152.49MB), 199822932 (190.57MB), 662, 50933544, 150, 12871411, 369, 96096887
hisdom.org, 1, 250889 (245.01KB), 6075388 (5.79MB), 6, 250889, 0, 0, 0, 0
infobasesystemms.com, 4, 1904327208 (1.77GB), 5070408980 (4.72GB), 1498, 512864120, 1638, 367958032, 2938, 1023505056
itapagro.com, 20, 7836157450 (7.30GB), 2132136322 (1.99GB), 20459, 3109860477, 1735, 325754246, 59820, 4400542727
juseffex.com, 28, 1160254867 (1.08GB), 9899140981 (9.22GB), 17341, 595249500, 783, 243472685, 1647, 321532682
kandhadai.com, 2, 1412806 (1.35MB), 62653160 (59.75MB), 7, 1412806, 0, 0, 0, 0
kinship-global.com, 1, 182285661 (173.84MB), 366791 (358.19KB), 1620, 90367032, 2, 40593, 1612, 91878036
kllpl.org, 4, 331850460 (316.48MB), 4244803984 (3.95GB), 1496, 103021419, 480, 119475701, 3202, 109353340
lakshmicargo.net, 17, 1085275395 (1.01GB), 419890836 (400.44MB), 1882, 315882011, 2611, 389418408, 2047, 379974976
learnyoga.org, 3, 73463955 (70.06MB), 137276103 (130.92MB), 677, 27903626, 6, 15062010, 536, 30498319
lfsindia.in, 3, 334993039 (319.47MB), 146789547 (139.99MB), 532, 115069608, 52, 53194268, 1105, 166729163
mahaagro.in, 13, 14297678552 (13.32GB), 8596601949 (8.01GB), 29195, 8294624309, 3386, 682372350, 33583, 5320681893
mindmatterz.in, 1, 875296 (854.78KB), 14226546 (13.57MB), 3, 846727, 2, 28569, 0, 0
oops.co.in, 4, 13620499 (12.99MB), 385951632 (368.07MB), 41, 13620499, 0, 0, 0, 0
pranaav.com, 10, 395417575 (377.10MB), 205796303 (196.26MB), 4392, 244411082, 15, 5340086, 2049, 145666407
ptlinfotech.com, 4, 7162679 (6.83MB), 22526035 (21.48MB), 111, 4737953, 0, 0, 91, 2424726
pushyaconsultancy.in, 2, 28557823 (27.23MB), 340210366 (324.45MB), 210, 15026323, 25, 480861, 180, 13050639
renalo.net, 1, 15759222 (15.03MB), 3882578 (3.70MB), 143, 8379158, 0, 0, 129, 7380064
rosaonline.org, 17, 9123324850 (8.50GB), 1113385469 (1.04GB), 4370, 2548368963, 3349, 179470266, 10690, 6395485621
seahorseindia.co.in, 1, 72860041 (69.48MB), 704795976 (672.15MB), 196, 20611596, 92, 31744512, 192, 20503933
sricomworld.com, 22, 1610435537 (1.50GB), 1925819704 (1.79GB), 3630, 690124495, 547, 175536216, 3374, 744774826
tristarcontainer.co.in, 25, 6279119754 (5.85GB), 1292649163 (1.20GB), 17147, 2708340688, 3206, 544461276, 37624, 3026317790
ucindia.net, 4, 511828 (499.83KB), 1162111 (1.11MB), 18, 511828, 0, 0, 0, 0
vanmoppesindia.com, 27, 5443330158 (5.07GB), 20650570040 (19.23GB), 14755, 1619350222, 584786, 1349022447, 36540, 2474957489
vimanindia.com, 4, 740537611 (706.23MB), 2209409229 (2.06GB), 3127, 385570917, 37, 6670993, 1973, 348295701
vtechsystems.com, 7, 362192306 (345.41MB), 4103347510 (3.82GB), 4863, 243051349, 33, 25320050, 3576, 93820907
